,type,name,continent,iso_country,iso_region,iata_code,coordinates
45765,medium_airport,Coronel FAP Francisco Secada Vignetta International Airport,SA,PE,PE-LOR,IQT,"-3.7847399711608887, -73.30879974365234"
45766,medium_airport,Rodríguez Ballón International Airport,SA,PE,PE-ARE,AQP,"-16.3411006927, -71.5830993652"
45771,medium_airport,Capitan FAP Carlos Martinez De Pinillos International Airport,SA,PE,PE-LAL,TRU,"-8.08141040802002, -79.10880279541016"
45779,medium_airport,Capitán FAP Renán Elías Olivera International Airport,SA,PE,PE-ICA,PIO,"-13.74489974975586, -76.22029876708984"
45781,medium_airport,Cadete FAP Guillermo Del Castillo Paredes Airport,SA,PE,PE-SAM,TPP,"-6.508739948272705, -76.37319946289062"
45786,medium_airport,Coronel FAP Carlos Ciriani Santa Rosa International Airport,SA,PE,PE-TAC,TCQ,"-18.053300857500002, -70.2758026123"
45790,medium_airport,Padre Aldamiz International Airport,SA,PE,PE-MDD,PEM,"-12.6135997772, -69.2285995483"
45793,medium_airport,Capitán FAP Guillermo Concha Iberico International Airport,SA,PE,PE-PIU,PIU,"-5.20574998856, -80.61640167239999"
45800,medium_airport,Capitan Montes Airport,SA,PE,PE-PIU,TYL,"-4.5766401290894, -81.254096984863"
45803,medium_airport,Maria Reiche Neuman Airport,SA,PE,PE-ICA,NZC,"-14.854000091600001, -74.9615020752"
45805,large_airport,Alejandro Velasco Astete International Airport,SA,PE,PE-CUS,CUZ,"-13.535699844400002, -71.9387969971"
45807,medium_airport,Shangrao Sanqingshan Airport,AS,CN,CN-36,SQD,"28.3797, 117.9643"
45808,medium_airport,Shaxian Airport,AS,CN,CN-35,SQJ,"26.4263, 117.8336"
46455,medium_airport,Ponta Grossa Airport - Comandante Antonio Amilton Beraldo,SA,BR,BR-PR,PGZ,"-25.1847, -50.1441"
46460,medium_airport,Angel S Adami Airport,SA,UY,UY-MO,,"-34.7892, -56.264702"
46472,medium_airport,Santa Bernardina International Airport,SA,UY,UY-DU,DZO,"-33.3588981628418, -56.49919891357422"
46479,medium_airport,Capitan Corbeta CA Curbelo International Airport,SA,UY,UY-MA,PDP,"-34.855098724365234, -55.09429931640625"
46483,large_airport,Carrasco International /General C L Berisso Airport,SA,UY,UY-CA,MVD,"-34.838402, -56.0308"
46492,medium_airport,Nueva Hesperides International Airport,SA,UY,UY-SA,STY,"-31.438499450683594, -57.98529815673828"
46509,medium_airport,Oswaldo Guevara Mujica Airport,SA,VE,VE-P,AGV,"9.553375244140625, -69.23786926269531"
46517,medium_airport,Anaco Airport,SA,VE,VE-B,AAO,"9.430225372314453, -64.4707260131836"
46531,large_airport,General José Antonio Anzoategui International Airport,SA,VE,VE-B,BLA,"10.111111, -64.692222"
46537,medium_airport,Barinas Airport,SA,VE,VE-E,BNS,"8.615, -70.21416667"
46540,medium_airport,El Libertador Airbase,SA,VE,VE-D,,"10.183375358600001, -67.55731964110001"
46541,medium_airport,Barquisimeto International Airport,SA,VE,VE-K,BRM,"10.042746543884277, -69.3586196899414"
46546,medium_airport,Escuela Mariscal Sucre Airport,SA,VE,VE-D,MYC,"10.249978065490723, -67.64942169189453"
46552,medium_airport,"Aeropuerto ""General Tomas de Heres"". Ciudad Bolivar",SA,VE,VE-F,CBL,"8.12216091156, -63.5369567871"
46553,medium_airport,Caicara del Orinoco Airport,SA,VE,VE-F,CXA,"7.625510215759277, -66.16280364990234"
46560,medium_airport,Calabozo Airport,SA,VE,VE-J,CLZ,"8.92465591430664, -67.4170913696289"
46562,medium_airport,Canaima Airport,SA,VE,VE-F,CAJ,"6.231988906860352, -62.85443115234375"
46563,medium_airport,Carora Airport,SA,VE,VE-K,VCR,"10.175602912902832, -70.06521606445312"
46564,medium_airport,General Francisco Bermúdez Airport,SA,VE,VE-R,CUP,"10.660014152526855, -63.261680603027344"
46566,medium_airport,José Leonardo Chirinos Airport,SA,VE,VE-I,CZE,"11.41494369506836, -69.68090057373047"
46567,medium_airport,Oscar Machado Zuluaga Airport,SA,VE,VE-M,,"10.286110877990723, -66.81610870361328"
46569,medium_airport,Cumaná (Antonio José de Sucre) Airport,SA,VE,VE-R,CUM,"10.450332641601562, -64.1304702758789"
46589,medium_airport,El Dorado Airport,SA,VE,VE-F,EOR,"6.733333110809326, -61.58333206176758"
46605,medium_airport,Elorza Airport,SA,VE,VE-C,EOZ,"7.0833330154418945, -69.53333282470703"
46610,medium_airport,Francisco de Miranda Airport,SA,VE,VE-M,,"10.485033035299999, -66.8435134888"
46619,medium_airport,Guasdalito Airport,SA,VE,VE-C,GDO,"7.233333110809326, -70.80000305175781"
46623,medium_airport,Guiria Airport,SA,VE,VE-R,GUI,"10.574077606200001, -62.3126678467"
46628,medium_airport,Guanare Airport,SA,VE,VE-P,GUQ,"9.026944160461426, -69.7551498413086"
46651,medium_airport,Josefa Camejo International Airport,SA,VE,VE-I,LSP,"11.78077507019043, -70.15149688720703"
46657,medium_airport,San Juan de Los Morros Airport,SA,VE,VE-J,,"9.906952857971191, -67.379638671875"
46672,medium_airport,La Fria Airport,SA,VE,VE-S,LFR,"8.239167213439941, -72.27102661132812"
46692,medium_airport,La Chinita International Airport,SA,VE,VE-V,MAR,"10.5582084656, -71.7278594971"
46693,medium_airport,Alberto Carnevalli Airport,SA,VE,VE-L,MRD,"8.582078, -71.161041"
46696,medium_airport,Del Caribe Santiago Mariño International Airport,SA,VE,VE-O,PMV,"10.912603378295898, -63.96659851074219"
46698,large_airport,Simón Bolívar International Airport,SA,VE,VE-X,CCS,"10.601194, -66.991222"
46705,medium_airport,Metropolitano Airport,SA,VE,VE-M,,"10.133169174194336, -66.78782653808594"
46708,medium_airport,Maturín Airport,SA,VE,VE-N,MUN,"9.75452995300293, -63.14739990234375"
46747,medium_airport,Cacique Aramare Airport,SA,VE,VE-Z,PYH,"5.6199898719788, -67.606101989746"
46749,medium_airport,General Bartolome Salom International Airport,SA,VE,VE-G,PBL,"10.480500221252441, -68.072998046875"
46759,medium_airport,Paramillo Airport,SA,VE,VE-S,SCI,"7.8013200759887695, -72.2029037475586"
46764,medium_airport,General Manuel Carlos Piar International Airport,SA,VE,VE-F,PZO,"8.288530349731445, -62.760398864746094"
46766,medium_airport,Palmarito Airport,SA,VE,VE-C,PTM,"7.566669940948486, -70.18329620361328"
46816,medium_airport,San Antonio Del Tachira Airport,SA,VE,VE-S,SVZ,"7.840829849243164, -72.439697265625"
46820,medium_airport,Santa Elena de Uairen Airport,SA,VE,VE-F,SNV,"4.554999828338623, -61.150001525878906"
46830,medium_airport,Mayor Buenaventura Vivas International Airport,SA,VE,VE-S,STD,"7.56538, -72.035103"
46831,medium_airport,Sub Teniente Nestor Arias Airport,SA,VE,VE-U,SNF,"10.2787, -68.755203"
46833,medium_airport,San Fernando De Apure Airport,SA,VE,VE-C,SFD,"7.883319854736328, -67.44400024414062"
46835,medium_airport,San Tomé Airport,SA,VE,VE-B,SOM,"8.9451465606689, -64.151084899902"
46840,medium_airport,Santa Bárbara del Zulia Airport,SA,VE,VE-V,STB,"8.974550247192383, -71.94325256347656"
46842,medium_airport,Tucupita Airport,SA,VE,VE-Y,TUV,"9.088994026184082, -62.094173431396484"
46850,medium_airport,Tumeremo Airport,SA,VE,VE-F,TMO,"7.24938, -61.52893"
46865,medium_airport,Arturo Michelena International Airport,SA,VE,VE-G,VLN,"10.14973258972168, -67.92839813232422"
46868,medium_airport,Juan Pablo Pérez Alfonso Airport,SA,VE,VE-L,VIG,"8.624139, -71.672668"
46871,medium_airport,Dr. Antonio Nicolás Briceño Airport,SA,VE,VE-T,VLV,"9.34047794342041, -70.58406066894531"
46873,medium_airport,Valle de La Pascua Airport,SA,VE,VE-J,VDP,"9.22202777863, -65.9935836792"
47036,medium_airport,Araguaína Airport,SA,BR,BR-TO,AUX,"-7.22787, -48.240501"
47505,medium_airport,Cheddi Jagan International Airport,SA,GY,GY-DE,GEO,"6.498549938201904, -58.25410079956055"
47509,medium_airport,Eugene F. Correira International Airport,SA,GY,GY-DE,OGL,"6.80628, -58.1059"
47521,medium_airport,Lethem Airport,SA,GY,GY-UT,LTM,"3.37276, -59.789398"
47664,medium_airport,V.C. Bird International Airport,,AG,AG-03,ANU,"17.1367, -61.792702"
47669,medium_airport,Sir Grantley Adams International Airport,,BB,BB-01,BGI,"13.0746002197, -59.4925003052"
47689,medium_airport,Canefield Airport,,DM,DM-10,DCF,"15.336700439453125, -61.3922004699707"
47690,medium_airport,Douglas-Charles Airport,,DM,DM-02,DOM,"15.547, -61.299999"
47799,medium_airport,Martinique Aimé Césaire International Airport,,MQ,MQ-U-A,FDF,"14.590999603271484, -61.00320053100586"
47800,medium_airport,L'Espérance Airport,,MF,MF-U-A,SFG,"18.099899291992, -63.047199249268"
47801,medium_airport,Gustaf III Airport,,BL,BL-U-A,SBH,"17.904399871826172, -62.84360122680664"
47802,medium_airport,Les Bases Airport,,GP,GP-U-A,GBJ,"15.86870002746582, -61.27000045776367"
47803,large_airport,Pointe-à-Pitre Le Raizet,,GP,GP-U-A,PTP,"16.265301, -61.531799"
47807,medium_airport,Point Salines International Airport,,GD,GD-GE,GND,"12.004199981689453, -61.78620147705078"
47814,medium_airport,Cyril E. King Airport,,VI,VI-U-A,STT,"18.337299346923828, -64.97339630126953"
47815,medium_airport,Henry E Rohlsen Airport,,VI,VI-U-A,STX,"17.701900482177734, -64.79859924316406"
47822,medium_airport,Gissar Air Base,AS,TJ,TJ-RR,,"38.512298584, 68.67250061040001"
47823,medium_airport,Farkhor Air Base,AS,TJ,TJ-KT,,"37.46979904169999, 69.3807983398"
47824,medium_airport,Antonio Nery Juarbe Pol Airport,,PR,PR-U-A,ARE,"18.4500007629, -66.6753005981"
47825,medium_airport,Rafael Hernandez Airport,,PR,PR-U-A,BQN,"18.49489974975586, -67.12940216064453"
47829,medium_airport,Diego Jimenez Torres Airport,,PR,PR-U-A,FAJ,"18.308900833129883, -65.66190338134766"
47830,medium_airport,Fernando Luis Ribas Dominicci Airport,,PR,PR-U-A,SIG,"18.45680046081543, -66.09809875488281"
47831,medium_airport,Eugenio Maria De Hostos Airport,,PR,PR-U-A,MAZ,"18.255699157714844, -67.14849853515625"
47832,medium_airport,Mercedita Airport,,PR,PR-U-A,PSE,"18.00830078125, -66.56300354003906"
47834,large_airport,Luis Munoz Marin International Airport,,PR,PR-U-A,SJU,"18.4393997192, -66.0018005371"
47838,medium_airport,Robert L. Bradshaw International Airport,,KN,KN-U-A,SKB,"17.311199188232422, -62.71870040893555"
47839,medium_airport,Vance W. Amory International Airport,,KN,KN-U-A,NEV,"17.205699920654297, -62.589900970458984"
47844,medium_airport,George F. L. Charles Airport,,LC,LC-02,SLU,"14.0202, -60.992901"
47845,medium_airport,Hewanorra International Airport,,LC,LC-11,UVF,"13.7332, -60.952599"
47854,medium_airport,Mary North Airport,AS,TM,TM-M,,"37.66429901123047, 61.82699966430664"
47860,large_airport,Enfidha - Hammamet International Airport,AF,TN,TN-51,NBE,"36.075833, 10.438611"
47959,medium_airport,Queen Beatrix International Airport,,AW,AW-U-A,AUA,"12.5014, -70.015198"
47960,medium_airport,Flamingo International Airport,,BQ,BQ-U-A,BON,"12.130999565124512, -68.26850128173828"
47961,medium_airport,Hato International Airport,,CW,CW-U-A,CUR,"12.1889, -68.959801"
47962,medium_airport,F. D. Roosevelt Airport,,BQ,BQ-U-A,EUX,"17.49650001525879, -62.979400634765625"
47963,large_airport,Princess Juliana International Airport,,SX,SX-U-A,SXM,"18.041000366200002, -63.1088981628"
47965,medium_airport,Jumandy Airport,SA,EC,EC-N,TNW,"-1.059722, -77.583333"
47969,medium_airport,Clayton J Lloyd International Airport,,AI,AI-U-A,AXA,"18.2048, -63.055099"
47973,medium_airport,Temelli Air Base,AS,TR,TR-06,,"39.73885726928711, 32.378639221191406"
47990,medium_airport,Çukurhisar Airport,AS,TR,TR-26,,"39.84389877319336, 30.968000411987305"
47995,medium_airport,Iğdır Airport,AS,TR,TR-76,IGD,"39.9766273499, 43.8766479492"
47997,medium_airport,Keşan Airport,EU,TR,TR-22,,"40.7862014771, 26.606300354"
48012,large_airport,Istanbul Airport,AS,TR,TR-34,IST,"41.275278, 28.751944"
48013,large_airport,Çukurova Airport,AS,TR,TR-33,,"36.895545, 35.069381"
48014,medium_airport,John A. Osborne Airport,,MS,MS-U-A,MNI,"16.791400909423828, -62.19329833984375"
48129,medium_airport,Tobago-Crown Point Airport,,TT,TT-WTO,TAB,"11.149700164794922, -60.83219909667969"
48130,medium_airport,Piarco International Airport,,TT,TT-TUP,POS,"10.595399856567383, -61.33720016479492"
48135,medium_airport,Terrance B. Lettsome International Airport,,VG,VG-U-A,EIS,"18.444799423217773, -64.54299926757812"
48141,medium_airport,Argyle International Airport,,VC,VC-U-A,SVD,"13.156695, -61.149945"
48142,medium_airport,J F Mitchell Airport,,VC,VC-06,BQU,"12.9884004593, -61.2620010376"
48143,medium_airport,Canouan Airport,,VC,VC-06,CIW,"12.699, -61.3424"
48144,medium_airport,Mustique Airport,,VC,VC-06,MQS,"12.887900352478027, -61.180198669433594"
48145,medium_airport,Union Island International Airport,,VC,VC-06,UNI,"12.60013484954834, -61.41194534301758"
48150,medium_airport,Zuoying Naval Airfield,AS,TW,TW-KHH,,"22.704999923706055, 120.28099822998047"
48281,medium_airport,L.F. Wade International International Airport,,BM,BM-U-A,BDA,"32.36399841308594, -64.67870330810547"
48455,medium_airport,Nizhyn Air Base,EU,UA,UA-74,,"51.0885353088, 31.8709945679"
48460,medium_airport,Oktyabrskoe Air Base,EU,UA,UA-43,,"45.31999969482422, 34.099998474121094"
48462,medium_airport,Kirovskoe Air Base,EU,UA,UA-43,,"45.16699981689453, 35.18299865722656"
48470,medium_airport,Melitopol Air Base,EU,UA,UA-23,,"46.880001, 35.305"
48472,medium_airport,Kacha Air Base,EU,UA,UA-43,,"44.779998779296875, 33.56999969482422"
48475,medium_airport,Bila Tserkva Airfield,EU,UA,UA-32,,"49.79499816894531, 30.030000686645508"
48478,medium_airport,Zhovtneve Air Base,EU,UA,UA-51,,"45.63999938964844, 28.670000076293945"
48479,medium_airport,Bolshoy Tokmak Air Base,EU,UA,UA-23,,"47.28499984741211, 35.709999084472656"
48590,medium_airport,Batken Airport,AS,KG,KG-B,,"40.042899, 70.83784"
48594,large_airport,Almaty Airport,AS,KZ,KZ-ALM,ALA,"43.35210037231445, 77.04049682617188"
48595,medium_airport,Balkhash Airport,AS,KZ,KZ-KAR,BXH,"46.8932991027832, 75.00499725341797"
48599,large_airport,Astana International Airport,AS,KZ,KZ-AKM,TSE,"51.02220153808594, 71.46690368652344"
48600,medium_airport,Kokshetau Airport,AS,KZ,KZ-AKM,KOV,"53.329102, 69.594597"
48601,medium_airport,Petropavlosk South Airport,AS,KZ,KZ-SEV,PPK,"54.77470016479492, 69.18389892578125"
48603,medium_airport,Taraz Airport,AS,KZ,KZ-ZHA,DMB,"42.853599548339844, 71.30359649658203"
48607,medium_airport,Issyk-Kul International Airport,AS,KG,KG-Y,IKU,"42.58792, 76.713046"
48608,large_airport,Manas International Airport,AS,KG,KG-C,FRU,"43.0612983704, 74.4776000977"
48609,medium_airport,Osh Airport,AS,KG,KG-O,OSS,"40.6090011597, 72.793296814"
48611,medium_airport,Kant Air Base,AS,KG,KG-C,,"42.85319900512695, 74.84649658203125"
48613,medium_airport,Shymkent Airport,AS,KZ,KZ-YUZ,CIT,"42.364200592041016, 69.47889709472656"
48614,medium_airport,Zhezkazgan Airport,AS,KZ,KZ-KAR,DZN,"47.708302, 67.733299"
48615,large_airport,Sary-Arka Airport,AS,KZ,KZ-KAR,KGF,"49.670799255371094, 73.33439636230469"
48616,medium_airport,Yubileyniy Airfield,AS,KZ,KZ-BAY,,"46.05500030517578, 63.25"
48618,medium_airport,Uralsk Airport,AS,KZ,KZ-ZAP,URA,"51.15079879760742, 51.54309844970703"
48619,medium_airport,Ayaguz Airport,AS,KZ,KZ-VOS,,"47.91859817504883, 80.45279693603516"
48620,medium_airport,Ekibastuz Airport,AS,KZ,KZ-PAV,EKB,"51.590999603271484, 75.21499633789062"
48622,medium_airport,Ust-Kamennogorsk Airport,AS,KZ,KZ-VOS,UKK,"50.036598205566406, 82.49420166015625"
48623,medium_airport,Pavlodar Airport,AS,KZ,KZ-PAV,PWQ,"52.19499969482422, 77.07389831542969"
48624,medium_airport,Semipalatinsk Airport,AS,KZ,KZ-VOS,PLX,"50.351295, 80.234398"
48626,medium_airport,Aktau Airport,AS,KZ,KZ-MAN,SCO,"43.8601, 51.091999"
48627,medium_airport,Atyrau Airport,AS,KZ,KZ-ATY,GUW,"47.12189865112305, 51.8213996887207"
48628,medium_airport,Chelkar Airport,AS,KZ,KZ-AKT,,"47.904998779296875, 59.619998931884766"
48629,medium_airport,Aktobe Airport,AS,KZ,KZ-AKT,AKX,"50.2458, 57.206699"
48632,medium_airport,Kostanay West Airport,AS,KZ,KZ-KUS,KSN,"53.20690155029297, 63.55030059814453"
48633,medium_airport,Nasosnaya Air Base,AS,AZ,AZ-SM,,"40.59159851074219, 49.55739974975586"
48634,medium_airport,Stepanakert Air Base,AS,AZ,AZ-XCI,,"39.90140151977539, 46.7869987487793"
48635,medium_airport,Kyurdamir Air Base,AS,AZ,AZ-KUR,,"40.27360153198242, 48.16360092163086"
48637,medium_airport,Baku Kala Air Base,AS,AZ,AZ-BA,,"40.40660095214844, 50.200199127197266"
48639,large_airport,Heydar Aliyev International Airport,AS,AZ,AZ-BA,GYD,"40.467498779296875, 50.04669952392578"
48640,medium_airport,Ganja Airport,AS,AZ,AZ-GA,KVD,"40.737701416015625, 46.31760025024414"
48642,medium_airport,Nakhchivan Airport,AS,AZ,AZ-NX,NAJ,"39.18880081176758, 45.45840072631836"
48643,medium_airport,Gabala International Airport,AS,AZ,AZ-QAB,GBB,"40.826667, 47.7125"
48649,medium_airport,Gyumri Shirak Airport,AS,AM,AM-SH,LWN,"40.7504005432, 43.859298706100006"
48650,medium_airport,Erebuni Airport,AS,AM,AM-ER,,"40.122100830099996, 44.465000152600005"
48651,large_airport,Zvartnots International Airport,AS,AM,AM-ER,EVN,"40.1473007202, 44.3959007263"
48666,medium_airport,Yakutsk Airport,AS,RU,RU-SA,YKS,"62.093299865722656, 129.77099609375"
48667,medium_airport,Chulman Airport,AS,RU,RU-SA,NER,"56.913898468018, 124.91400146484"
48668,medium_airport,Moma Airport,EU,RU,RU-SA,MQJ,"66.450861, 143.261551"
48669,medium_airport,Magan Airport,EU,RU,RU-SA,GYG,"62.103484, 129.545288"
48670,medium_airport,Olyokminsk Airport,EU,RU,RU-SA,OLZ,"60.397499, 120.471001"
48672,medium_airport,Ust-Nera Airport,EU,RU,RU-SA,USR,"64.550003051758, 143.11500549316"
48675,medium_airport,Kyzyl-Syr Airport,AS,RU,RU-SA,,"63.8849983215332, 122.7770004272461"
48678,medium_airport,Vilyuisk Airport,AS,RU,RU-SA,VYI,"63.75666809082, 121.69333648682"
48681,medium_airport,Aykhal Airport,AS,RU,RU-SA,,"65.959197998047, 111.54650115967"
48682,medium_airport,Lensk Airport,AS,RU,RU-SA,ULK,"60.7206001282, 114.825996399"
48684,medium_airport,Polyarny Airport,AS,RU,RU-SA,PYJ,"66.4003982544, 112.029998779"
48685,medium_airport,Mirny Airport,AS,RU,RU-SA,MJZ,"62.534698486328125, 114.03900146484375"
48686,medium_airport,Saskylakh Airport,EU,RU,RU-SA,SYS,"71.92790222168, 114.08000183105"
48689,medium_airport,Belaya Gora Airport,EU,RU,RU-SA,BGN,"68.556602, 146.231506"
48690,medium_airport,Srednekolymsk Airport,EU,RU,RU-SA,SEK,"67.4805, 153.7364"
48691,medium_airport,Chokurdakh Airport,AS,RU,RU-SA,CKH,"70.62310028076172, 147.90199279785156"
48692,medium_airport,Cherskiy Airport,AS,RU,RU-SA,CYX,"68.7406005859375, 161.33799743652344"
48693,medium_airport,Tiksi Airport,AS,RU,RU-SA,IKS,"71.697700500488, 128.90299987793"
48694,medium_airport,Zyryanka Airport,AS,RU,RU-SA,ZKP,"65.7485, 150.8889"
48709,medium_airport,Gudauta Air Base,AS,GE,GE-AB,,"43.104, 40.5793"
48710,medium_airport,Dollyar Air Base,AS,AZ,AZ-SKR,,"40.88759994506836, 45.957000732421875"
48711,medium_airport,Tbilisi Marneuli Air Base,AS,GE,GE-KK,,"41.45920181274414, 44.783199310302734"
48712,medium_airport,Tbilisi Soganlug Air Base,AS,GE,GE-TB,,"41.649200439453125, 44.9364013671875"
48715,medium_airport,Vaziani Air Base,AS,GE,GE-TB,,"41.62799835205078, 45.030799865722656"
48716,medium_airport,Bolshiye Shiraki Air Base,AS,GE,GE-KA,,"41.37950134277344, 46.3672981262207"
48718,medium_airport,Dzhermuk Airport,AS,AM,AM-VD,,"39.8240013123, 45.673999786399996"
48719,medium_airport,Kopitnari Airport,AS,GE,GE-IM,KUT,"42.176700592, 42.4826011658"
48722,medium_airport,Batumi International Airport,AS,GE,GE-AJ,BUS,"41.6102981567, 41.5997009277"
48723,medium_airport,Sukhumi Dranda Airport,AS,GE,GE-AB,SUI,"42.8582000732, 41.128101348899996"
48724,large_airport,Tbilisi International Airport,AS,GE,GE-TB,TBS,"41.6692008972, 44.95470047"
48729,medium_airport,Birofeld Air Base,AS,RU,RU-YEV,,"48.459999084472656, 132.66000366210938"
48731,medium_airport,Ignatyevo Airport,AS,RU,RU-AMU,BQS,"50.42539978027344, 127.41200256347656"
48741,large_airport,Khabarovsk-Novy Airport,AS,RU,RU-KHA,KHV,"48.52799987793, 135.18800354004"
48746,medium_airport,Blagodatnoye Air Base,AS,RU,RU-KHA,,"48.41299819946289, 135.4149932861328"
48748,medium_airport,Dzemgi Airport,AS,RU,RU-KHA,,"50.60559844970703, 137.08099365234375"
48749,medium_airport,Kamenny Ruchey Naval Air Base,AS,RU,RU-KHA,,"49.23570251464844, 140.19309997558594"
48750,medium_airport,Komsomolsk-on-Amur Airport,AS,RU,RU-KHA,KXK,"50.409000396728516, 136.9340057373047"
48751,medium_airport,Maygatka Airport.,AS,RU,RU-KHA,GVN,"48.926998138399995, 140.033996582"
48752,medium_airport,Ugolny Airport,EU,RU,RU-CHU,DYR,"64.734902, 177.740997"
48753,medium_airport,Provideniya Bay Airport,EU,RU,RU-CHU,PVS,"64.37809753417969, -173.2429962158203"
48755,medium_airport,Omsukchan Airport,EU,RU,RU-MAG,,"62.457000732421875, 155.7449951171875"
48756,medium_airport,Chaybukha Airport,AS,RU,RU-MAG,,"61.834999084472656, 160.54800415039062"
48759,medium_airport,Keperveem Airport,AS,RU,RU-CHU,,"67.8450012207, 166.13999939"
48761,medium_airport,Sokol Airport,AS,RU,RU-MAG,GDX,"59.9109992980957, 150.72000122070312"
48764,medium_airport,Pevek Airport,AS,RU,RU-CHU,PWE,"69.783302307129, 170.59700012207"
48766,medium_airport,Seymchan Airport,AS,RU,RU-MAG,,"62.920780181884766, 152.4227752685547"
48767,medium_airport,Magadan-13 Airport,AS,RU,RU-MAG,,"59.62329864501953, 150.9219970703125"
48768,medium_airport,Severo-Evensk Airport,AS,RU,RU-MAG,,"61.92166519165039, 159.22999572753906"
48772,medium_airport,Nikolayevsk-na-Amure Airport,EU,RU,RU-KHA,NLI,"53.154999, 140.649994"
48774,medium_airport,Okhotsk Airport,AS,RU,RU-KHA,OHO,"59.410064697265625, 143.05650329589844"
48780,medium_airport,Palana Airport,AS,RU,RU-KAM,,"59.08169937133789, 159.88800048828125"
48783,medium_airport,Yelizovo Airport,AS,RU,RU-KAM,PKC,"53.16790008544922, 158.45399475097656"
48793,medium_airport,Yuzhno-Sakhalinsk Airport,AS,RU,RU-SAK,UUS,"46.88869857788086, 142.71800231933594"
48800,medium_airport,Vladivostok International Airport,AS,RU,RU-PRI,VVO,"43.39899826049805, 132.1479949951172"
48801,medium_airport,Chita-Kadala Airport,EU,RU,RU-CHI,HTA,"52.026299, 113.306"
48803,medium_airport,Krasnokamensk Airport,AS,RU,RU-CHI,,"50.03310775756836, 118.06114196777344"
48806,medium_airport,Bratsk Airport,AS,RU,RU-IRK,BTK,"56.370601654052734, 101.697998046875"
48808,medium_airport,Zheleznogorsk Airport,AS,RU,RU-IRK,,"56.487701416015625, 104.10600280761719"
48810,medium_airport,Irkutsk Airport,AS,RU,RU-IRK,IKT,"52.268001556396, 104.38899993896"
48819,medium_airport,Ust-Kut Airport,AS,RU,RU-IRK,UKX,"56.8567008972168, 105.7300033569336"
48820,medium_airport,Bagdarin Airport,AS,RU,RU-BU,,"54.36920166015625, 113.47899627685547"
48822,medium_airport,Ulan-Ude Airport (Mukhino),AS,RU,RU-BU,UUD,"51.80780029296875, 107.43800354003906"
48827,large_airport,Boryspil International Airport,EU,UA,UA-32,KBP,"50.345001220703125, 30.894699096679688"
48830,medium_airport,Mariupol International Airport,EU,UA,UA-14,MPW,"47.07609939575195, 37.44960021972656"
48832,medium_airport,Luhansk International Airport,EU,UA,UA-09,VSG,"48.4174003601, 39.3740997314"
48834,medium_airport,Dnipropetrovsk International Airport,EU,UA,UA-12,DNK,"48.357200622558594, 35.10060119628906"
48835,medium_airport,Zaporizhzhia International Airport,EU,UA,UA-23,OZH,"47.867000579833984, 35.31570053100586"
48836,medium_airport,Kryvyi Rih International Airport,EU,UA,UA-12,KWG,"48.04330062866211, 33.209999084472656"
48837,medium_airport,Belbek Airport,EU,UA,UA-43,UKS,"44.688999176, 33.570999145500004"
48838,large_airport,Simferopol International Airport,EU,UA,UA-43,SIP,"45.05220031738281, 33.975101470947266"
48839,medium_airport,Gvardeyskoe Air Base,EU,UA,UA-43,,"45.1150016784668, 33.97700119018555"
48840,medium_airport,Saki Air Base,EU,UA,UA-43,,"45.09299850463867, 33.595001220703125"
48844,medium_airport,Dzhankoy Airport,EU,UA,UA-43,,"45.70090103149414, 34.41889953613281"
48847,large_airport,Kharkiv International Airport,EU,UA,UA-63,HRK,"49.924800872802734, 36.290000915527344"
48850,medium_airport,Cherkasy International Airport,EU,UA,UA-71,CKC,"49.41559982299805, 31.99530029296875"
48853,medium_airport,Kiev Zhuliany International Airport,EU,UA,UA-32,IEV,"50.40194, 30.45194"
48854,medium_airport,Gostomel Airport,EU,UA,UA-32,GML,"50.60350036621094, 30.1919002532959"
48855,medium_airport,Ozerne Air Base,EU,UA,UA-18,,"50.158298, 28.7383"
48859,medium_airport,Khmelnytskyi Airport,EU,UA,UA-68,HMJ,"49.359699, 26.933399"
48860,medium_airport,Ivano-Frankivsk International Airport,EU,UA,UA-26,IFO,"48.88420104980469, 24.686100006103516"
48861,medium_airport,Lviv International Airport,EU,UA,UA-46,LWO,"49.8125, 23.956100463867188"
48862,medium_airport,Chernivtsi International Airport,EU,UA,UA-77,CWC,"48.259300231933594, 25.98080062866211"
48863,medium_airport,Rivne International Airport,EU,UA,UA-19,RWN,"50.60710144042969, 26.141599655151367"
48865,medium_airport,Uzhhorod International Airport,EU,UA,UA-21,UDJ,"48.634300231933594, 22.263399124145508"
48869,medium_airport,Mykolaiv International Airport,EU,UA,UA-48,NLV,"47.057899475097656, 31.9197998046875"
48870,large_airport,Odessa International Airport,EU,UA,UA-51,ODS,"46.42679977416992, 30.67650032043457"
48875,medium_airport,Talagi Airport,EU,RU,RU-ARK,ARH,"64.60030364990234, 40.71670150756836"
48878,medium_airport,Severomorsk-1 Naval Air Base,EU,RU,RU-MUR,,"69.03166961669922, 33.418331146240234"
48880,medium_airport,Naryan Mar Airport,EU,RU,RU-NEN,NNM,"67.63999938964844, 53.12189865112305"
48888,medium_airport,Cherepovets Airport,EU,RU,RU-VLG,CEE,"59.273601532, 38.015800476100004"
48894,medium_airport,Amderma Airport,AS,RU,RU-NEN,AMV,"69.76329803466797, 61.556400299072266"
