,type,name,iso_country,iata_code
32412,medium_airport,Çiğli Airport,TR,IGL
32417,medium_airport,Cengiz Topel Airport,TR,KCO
32418,medium_airport,Bursa Yenişehir Airport,TR,YEI
32419,large_airport,Dalaman International Airport,TR,DLM
32421,medium_airport,Tekirdağ Çorlu Airport,TR,TEQ
32425,medium_airport,Anadolu Airport,TR,AOE
32427,medium_airport,Elazığ Airport,TR,EZS
32428,medium_airport,Diyarbakir Airport,TR,DIY
32429,medium_airport,Erzincan Airport,TR,ERC
32430,large_airport,Erzurum International Airport,TR,ERZ
32431,medium_airport,Kars Airport,TR,KSY
32432,large_airport,Trabzon International Airport,TR,TZX
32433,medium_airport,Şanlıurfa Airport,TR,SFQ
32434,medium_airport,Van Ferit Melen Airport,TR,VAN
32435,medium_airport,Batman Airport,TR,BAL
32436,medium_airport,Muş Airport,TR,MSR
32437,medium_airport,Siirt Airport,TR,SXZ
32439,medium_airport,Kahramanmaraş Airport,TR,KCM
32440,medium_airport,Ağrı Airport,TR,AJI
32441,medium_airport,Adıyaman Airport,TR,ADF
32442,medium_airport,Mardin Airport,TR,MQM
32443,medium_airport,Şanlıurfa GAP Airport,TR,GNY
32444,medium_airport,Şırnak Şerafettin Elçi Airport,TR,NKT
32445,medium_airport,Hakkari Yüksekova Airport,TR,YKO
32446,medium_airport,Hatay Airport,TR,HTY
32450,large_airport,Süleyman Demirel International Airport,TR,ISE
32451,medium_airport,Balıkesir Körfez Airport,TR,EDO
32452,large_airport,Milas Bodrum International Airport,TR,BJV
32454,large_airport,Sabiha Gökçen International Airport,TR,SAW
32455,medium_airport,Gazipaşa Airport,TR,GZP
32464,medium_airport,Bălți International Airport,MD,BZY
32468,medium_airport,Chişinău International Airport,MD,KIV
32470,medium_airport,Lublin Airport,PL,LUZ
32535,medium_airport,Ohrid St. Paul the Apostle Airport,MK,OHD
32536,large_airport,Skopje Alexander the Great Airport,MK,SKP
32537,medium_airport,Gibraltar Airport,GI,GIB
32545,medium_airport,Brak Airport,LY,BCQ
32552,large_airport,Belgrade Nikola Tesla Airport,RS,BEG
32556,medium_airport,Batajnica Air Base,RS,BJY
32563,medium_airport,Nis Airport,RS,INI
32567,large_airport,Podgorica Airport,ME,TGD
32576,medium_airport,Tivat Airport,ME,TIV
32584,large_airport,M. R. Štefánik Airport,SK,BTS
32588,medium_airport,Košice Airport,SK,KSC
32596,medium_airport,Piešťany Airport,SK,PZY
32603,medium_airport,Sliač Airport,SK,SLD
32608,medium_airport,Poprad-Tatry Airport,SK,TAT
32610,medium_airport,Žilina Airport,SK,ILZ
32725,medium_airport,JAGS McCartney International Airport,TC,GDT
32727,medium_airport,North Caicos Airport,TC,NCA
32729,medium_airport,Providenciales Airport,TC,PLS
32730,medium_airport,South Caicos Airport,TC,XSC
32836,medium_airport,Maria Montez International Airport,DO,BRX
32839,medium_airport,Cabo Rojo Airport,DO,CBJ
32840,medium_airport,Samaná El Catey International Airport,DO,AZS
32847,medium_airport,La Isabela International Airport,DO,JBQ
32851,medium_airport,Casa De Campo International Airport,DO,LRM
32854,large_airport,Punta Cana International Airport,DO,PUJ
32857,medium_airport,Gregorio Luperon International Airport,DO,POP
32861,large_airport,Las Américas International Airport,DO,SDQ
32864,medium_airport,Cibao International Airport,DO,STI
32966,medium_airport,Coban Airport,GT,CBV
32971,large_airport,La Aurora Airport,GT,GUA
32978,medium_airport,Puerto Barrios Airport,GT,PBR
32983,medium_airport,Rubelsanto Airport,GT,RUV
32986,medium_airport,Retalhuleu Airport,GT,RER
32987,medium_airport,San José Airport,GT,GSJ
32989,medium_airport,Mundo Maya International Airport,GT,FRS
33072,medium_airport,Goloson International Airport,HN,LCE
33079,medium_airport,Ramón Villeda Morales International Airport,HN,SAP
33100,medium_airport,La Laguna Airport,HN,GJA
33116,medium_airport,Juan Manuel Galvez International Airport,HN,RTB
33121,medium_airport,Coronel Enrique Soto Cano Air Base,HN,XPL
33130,medium_airport,Tela Airport,HN,TEA
33131,medium_airport,Toncontín International Airport,HN,TGU
33133,medium_airport,Trujillo Airport,HN,TJI
33256,medium_airport,Boscobel Aerodrome,JM,OCJ
33257,large_airport,Norman Manley International Airport,JM,KIN
33258,medium_airport,Sangster International Airport,JM,MBJ
33259,medium_airport,Ken Jones Airport,JM,POT
33263,medium_airport,Tinson Pen Airport,JM,KTP
33326,large_airport,General Juan N Alvarez International Airport,MX,ACA
33328,medium_airport,Del Norte International Airport,MX,NTR
33329,medium_airport,Jesús Terán Paredo International Airport,MX,AGU
33330,medium_airport,Bahías de Huatulco International Airport,MX,HUX
33332,medium_airport,General Mariano Matamoros Airport,MX,CVJ
33334,medium_airport,Ciudad del Carmen International Airport,MX,CME
33337,medium_airport,Bachigualato Federal International Airport,MX,CUL
33338,medium_airport,Chetumal International Airport,MX,CTM
33339,medium_airport,Ciudad Obregón International Airport,MX,CEN
33341,medium_airport,Ingeniero Alberto Acuña Ongay International Airport,MX,CPE
33342,medium_airport,Abraham González International Airport,MX,CJS
33343,medium_airport,Chichen Itza International Airport,MX,CZA
33344,medium_airport,General Roberto Fierro Villalobos International Airport,MX,CUU
33345,medium_airport,General Pedro Jose Mendez International Airport,MX,CVM
33346,medium_airport,Captain Rogelio Castillo National Airport,MX,CYW
33347,medium_airport,Cozumel International Airport,MX,CZM
33348,medium_airport,Ciudad Constitución Airport,MX,CUA
33350,medium_airport,General Guadalupe Victoria International Airport,MX,DGO
33351,medium_airport,Amado Nervo National Airport,MX,TPQ
33354,large_airport,Don Miguel Hidalgo Y Costilla International Airport,MX,GDL
33355,medium_airport,General José María Yáñez International Airport,MX,GYM
33359,large_airport,General Ignacio P. Garcia International Airport,MX,HMO
33360,medium_airport,Licenciado Miguel de la Madrid Airport,MX,CLQ
33362,medium_airport,Plan De Guadalupe International Airport,MX,SLW
33363,medium_airport,Ixtepec Airport,MX,IZT
33364,medium_airport,El Lencero Airport,MX,JAL
33366,medium_airport,Lázaro Cárdenas Airport,MX,LZC
33367,medium_airport,Valle del Fuerte International Airport,MX,LMM
33368,medium_airport,Del Bajío International Airport,MX,BJX
33369,medium_airport,Manuel Márquez de León International Airport,MX,LAP
33370,medium_airport,Loreto International Airport,MX,LTO
33371,medium_airport,General Servando Canales International Airport,MX,MAM
33372,medium_airport,Licenciado Manuel Crescencio Rejon Int Airport,MX,MID
33374,medium_airport,General Rodolfo Sánchez Taboada International Airport,MX,MXL
33375,medium_airport,General Francisco J. Mujica International Airport,MX,MLM
33376,medium_airport,Minatitlán/Coatzacoalcos National Airport,MX,MTT
33377,medium_airport,Monclova International Airport,MX,LOV
33378,large_airport,Licenciado Benito Juarez International Airport,MX,MEX
33379,large_airport,General Mariano Escobedo International Airport,MX,MTY
33380,medium_airport,General Rafael Buelna International Airport,MX,MZT
33382,medium_airport,Quetzalcóatl International Airport,MX,NLD
33383,medium_airport,Xoxocotlán International Airport,MX,OAX
33384,medium_airport,El Tajín National Airport,MX,PAZ
33385,medium_airport,Hermanos Serdán International Airport,MX,PBC
33388,medium_airport,Piedras Negras International Airport,MX,PDS
33390,medium_airport,Licenciado y General Ignacio Lopez Rayon Airport,MX,UPN
33393,large_airport,Licenciado Gustavo Díaz Ordaz International Airport,MX,PVR
33394,medium_airport,Puerto Escondido International Airport,MX,PXM
33395,medium_airport,Querétaro Intercontinental Airport,MX,QRO
33396,medium_airport,General Lucio Blanco International Airport,MX,REX
33398,large_airport,Los Cabos International Airport,MX,SJD
33403,medium_airport,Ponciano Arriaga International Airport,MX,SLP
33406,medium_airport,Francisco Sarabia International Airport,MX,TRC
33407,medium_airport,Angel Albino Corzo International Airport,MX,TGZ
33408,large_airport,General Abelardo L. Rodríguez International Airport,MX,TIJ
33409,medium_airport,General Francisco Javier Mina International Airport,MX,TAM
33411,medium_airport,Licenciado Adolfo Lopez Mateos International Airport,MX,TLC
33412,medium_airport,Tapachula International Airport,MX,TAP
33414,large_airport,Cancún International Airport,MX,CUN
33416,medium_airport,Carlos Rovirosa Pérez International Airport,MX,VSA
33417,medium_airport,General Heriberto Jara International Airport,MX,VER
33418,medium_airport,General Leobardo C. Ruiz International Airport,MX,ZCL
33419,medium_airport,Ixtapa Zihuatanejo International Airport,MX,ZIH
33421,medium_airport,Playa De Oro International Airport,MX,ZLO
33528,medium_airport,Bluefields Airport,NI,BEF
33547,medium_airport,Augusto C. Sandino (Managua) International Airport,NI,MGA
33551,medium_airport,Puerto Cabezas Airport,NI,PUZ
33674,medium_airport,Bocas Del Toro International Airport,PA,BOC
33675,medium_airport,Alonso Valderrama Airport,PA,CTD
33676,medium_airport,Cap Manuel Niño International Airport,PA,CHX
33677,medium_airport,Enrique Malek International Airport,PA,DAV
33678,medium_airport,Enrique Adolfo Jimenez Airport,PA,ONX
33685,medium_airport,Marcos A. Gelabert International Airport,PA,PAC
33689,medium_airport,Ruben Cantu Airport,PA,SYP
33690,large_airport,Tocumen International Airport,PA,PTY
33705,medium_airport,Aerotortuguero Airport,CR,TTQ
33708,medium_airport,Buenos Aires Airport,CR,BAI
33710,medium_airport,Barra del Colorado Airport,CR,BCL
33717,medium_airport,Coto 47 Airport,CR,OTR
33743,medium_airport,Golfito Airport,CR,GLF
33744,medium_airport,Guapiles Airport,CR,GPL
33756,large_airport,Daniel Oduber Quiros International Airport,CR,LIR
33757,medium_airport,Los Chiles Airport,CR,LSL
33763,medium_airport,Limon International Airport,CR,LIO
33777,medium_airport,Nosara Airport,CR,NOB
33778,medium_airport,Juan Santamaria International Airport,CR,SJO
33783,medium_airport,Puerto Jimenez Airport,CR,PJM
33786,medium_airport,Palmar Sur Airport,CR,PMZ
33792,medium_airport,Tobias Bolanos International Airport,CR,SYQ
33795,medium_airport,Quepos Managua Airport,CR,XQP
33816,medium_airport,San Vito De Java Airport,CR,TOO
33824,medium_airport,Upala Airport,CR,UPL
33939,large_airport,Monseñor Óscar Arnulfo Romero International Airport,SV,SAL
34052,medium_airport,Les Cayes Airport,HT,CYA
34053,medium_airport,Cap Haitien International Airport,HT,CAP
34055,medium_airport,Jacmel Airport,HT,JAK
34056,medium_airport,Jérémie Airport,HT,JEE
34057,medium_airport,Toussaint Louverture International Airport,HT,PAP
34058,medium_airport,Port-de-Paix Airport,HT,PAX
34149,medium_airport,Gustavo Rizo Airport,CU,BCA
34153,medium_airport,Carlos Manuel de Cespedes Airport,CU,BYM
34154,medium_airport,Maximo Gomez Airport,CU,AVI
34156,medium_airport,Jardines Del Rey Airport,CU,CCC
34158,medium_airport,Jaime Gonzalez Airport,CU,CFG
34159,medium_airport,Vilo Acuña International Airport,CU,CYO
34160,medium_airport,Ignacio Agramonte International Airport,CU,CMW
34162,medium_airport,Antonio Maceo International Airport,CU,SCU
34167,medium_airport,Leeward Point Field,CU,NBW
34168,medium_airport,Mariana Grajales Airport,CU,GAO
34169,large_airport,José Martí International Airport,CU,HAV
34170,medium_airport,Frank Pais International Airport,CU,HOG
34172,medium_airport,Kawama Airport,CU,VRO
34174,medium_airport,La Coloma Airport,CU,LCL
34180,medium_airport,Orestes Acosta Airport,CU,MOA
34182,medium_airport,Sierra Maestra Airport,CU,MZO
34183,medium_airport,San Nicolas De Bari Airport,CU,QSN
34185,medium_airport,Rafael Cabrera Airport,CU,GER
34188,medium_airport,Playa Baracoa Airport,CU,UPB
34190,medium_airport,Pinar Del Rio Airport,CU,QPD
34192,medium_airport,Abel Santamaria Airport,CU,SNU
34194,medium_airport,San Julian Air Base,CU,SNJ
34196,medium_airport,Siguanea Airport,CU,SZJ
34198,medium_airport,Alberto Delgado Airport,CU,TND
34200,large_airport,Juan Gualberto Gomez International Airport,CU,VRA
34201,medium_airport,Hermanos Ameijeiras Airport,CU,VTU
34205,medium_airport,Gerrard Smith International Airport,KY,CYB
34206,medium_airport,Edward Bodden Airfield,KY,LYB
34207,large_airport,Owen Roberts International Airport,KY,GCM
35371,medium_airport,Clarence A. Bain Airport,BS,MAY
35372,medium_airport,Andros Town Airport,BS,ASD
35373,medium_airport,Congo Town Airport,BS,COX
35374,medium_airport,Leonard M Thompson International Airport,BS,MHH
35375,medium_airport,San Andros Airport,BS,SAQ
35376,medium_airport,Spring Point Airport,BS,AXP
35378,medium_airport,Treasure Cay Airport,BS,TCB
35381,medium_airport,Chub Cay Airport,BS,CCZ
35382,medium_airport,Great Harbour Cay Airport,BS,GHC
35384,medium_airport,South Bimini Airport,BS,BIM
35385,medium_airport,Arthur's Town Airport,BS,ATC
35386,medium_airport,New Bight Airport,BS,TBI
35389,medium_airport,Colonel Hill Airport,BS,CRI
35395,medium_airport,Exuma International Airport,BS,GGT
35397,medium_airport,North Eleuthera Airport,BS,ELH
35399,medium_airport,Governor's Harbour Airport,BS,GHB
35400,medium_airport,Normans Cay Airport,BS,NMC
35401,medium_airport,Rock Sound Airport,BS,RSD
35402,medium_airport,Staniel Cay Airport,BS,TYM
35405,medium_airport,Grand Bahama International Airport,BS,FPO
35408,medium_airport,Inagua Airport,BS,IGA
35410,medium_airport,Deadman's Cay Airport,BS,LGI
35412,medium_airport,Stella Maris Airport,BS,SML
35413,medium_airport,Mayaguana Airport,BS,MYG
35414,large_airport,Lynden Pindling International Airport,BS,NAS
35416,medium_airport,Duncan Town Airport,BS,DCT
35419,medium_airport,San Salvador Airport,BS,ZSA
35479,large_airport,Philip S. W. Goldson International Airport,BZ,BZE
35745,medium_airport,Changbaishan Airport,CN,NBS
35859,large_airport,Rarotonga International Airport,CK,RAR
36004,medium_airport,Nadi International Airport,FJ,NAN
36011,medium_airport,Nausori International Airport,FJ,SUV
36016,medium_airport,Labasa Airport,FJ,LBS
36028,medium_airport,Fua'amotu International Airport,TO,TBU
36029,medium_airport,Lifuka Island Airport,TO,HPA
36032,medium_airport,Vava'u International Airport,TO,VAV
36038,medium_airport,Gombe Lawanti International Airport,NG,GMO
36044,medium_airport,Warri Airport,NG,QRW
36047,medium_airport,Funafuti International Airport,TV,FUN
36054,medium_airport,Bonriki International Airport,KI,TRW
36056,medium_airport,Tabiteuea North Airport,KI,TBF
36156,medium_airport,Niue International Airport,NU,IUE
36387,medium_airport,Ninglang Luguhu Airport,CN,NLH
36388,medium_airport,Pointe Vele Airport,WF,FUT
36389,medium_airport,Hihifo Airport,WF,WLS
36581,medium_airport,Faleolo International Airport,WS,APW
36583,medium_airport,Fitiuta Airport,AS,FTI
36585,medium_airport,Pago Pago International Airport,AS,PPG
36587,large_airport,Faa'a International Airport,PF,PPT
36589,medium_airport,Rurutu Airport,PF,RUR
36590,medium_airport,Tubuai Airport,PF,TUB
36592,medium_airport,Anaa Airport,PF,AAA
36593,medium_airport,Fangatau Airport,PF,FGU
36594,medium_airport,Tikehau Airport,PF,TIH
36596,medium_airport,Reao Airport,PF,REA
36597,medium_airport,Fakarava Airport,PF,FAV
36600,medium_airport,Manihi Airport,PF,XMH
36601,medium_airport,Totegegie Airport,PF,GMR
36602,medium_airport,Kaukura Airport,PF,KKR
36603,medium_airport,Makemo Airport,PF,MKP
36606,medium_airport,Puka Puka Airport,PF,PKP
36610,medium_airport,Takapoto Airport,PF,TKP
36611,medium_airport,Arutua Airport,PF,AXR
36612,medium_airport,Mataiva Airport,PF,MVT
36615,medium_airport,Ahe Airport,PF,AHE
36623,medium_airport,Takaroa Airport,PF,TKX
36626,medium_airport,Nuku Hiva Airport,PF,NHV
36627,medium_airport,Hiva Oa-Atuona Airport,PF,AUQ
36630,medium_airport,Bora Bora Airport,PF,BOB
36632,medium_airport,Rangiroa Airport,PF,RGI
36633,medium_airport,Huahine-Fare Airport,PF,HUH
36634,medium_airport,Moorea Airport,PF,MOZ
36635,medium_airport,Hao Airport,PF,HOI
36636,medium_airport,Maupiti Airport,PF,MAU
36637,medium_airport,Raiatea Airport,PF,RFP
36727,medium_airport,Gaua Island Airport,VU,ZGU
36729,medium_airport,Santo Pekoa International Airport,VU,SON
36744,medium_airport,Bauerfield International Airport,VU,VLI
36745,medium_airport,Tanna Airport,VU,TAH
36747,medium_airport,Tiga Airport,NC,TGJ
36749,medium_airport,Île Art - Waala Airport,NC,BMY
36750,medium_airport,Koné Airport,NC,KNQ
36751,medium_airport,Île des Pins Airport,NC,ILP
36754,medium_airport,Koumac Airport,NC,KOC
36755,medium_airport,Lifou Airport,NC,LIF
36756,medium_airport,Nouméa Magenta Airport,NC,GEA
36760,medium_airport,Maré Airport,NC,MEE
36763,medium_airport,Touho Airport,NC,TOU
36764,medium_airport,Ouvéa Airport,NC,UVE
36765,medium_airport,La Tontouta International Airport,NC,NOU
36898,large_airport,Auckland International Airport,NZ,AKL
36904,medium_airport,Taupo Airport,NZ,TUO
36905,medium_airport,Ardmore Airport,NZ,AMZ
36911,large_airport,Christchurch International Airport,NZ,CHC
36912,medium_airport,Chatham Islands-Tuuta Airport,NZ,CHT
36918,medium_airport,Dunedin Airport,NZ,DUD
36936,medium_airport,Gisborne Airport,NZ,GIS
36937,medium_airport,Glentanner Airport,NZ,GTN
36941,medium_airport,Hokitika Airfield,NZ,HKK
36942,medium_airport,Hamilton International Airport,NZ,HLZ
36976,medium_airport,Kerikeri Airport,NZ,KKE
36979,medium_airport,Kaitaia Airport,NZ,KAT
36986,medium_airport,Alexandra Airport,NZ,ALR
36989,medium_airport,Mount Cook Airport,NZ,MON
36997,medium_airport,Manapouri Airport,NZ,TEU
37000,medium_airport,Hood Airport,NZ,MRO
37007,medium_airport,New Plymouth Airport,NZ,NPL
37008,medium_airport,Hawke's Bay Airport,NZ,NPE
37009,medium_airport,Nelson Airport,NZ,NSN
37010,medium_airport,Invercargill Airport,NZ,IVC
37013,medium_airport,RNZAF Base Ohakea,NZ,OHA
37018,medium_airport,Oamaru Airport,NZ,OAM
37025,medium_airport,Palmerston North Airport,NZ,PMR
37028,medium_airport,Paraparaumu Airport,NZ,PPQ
37029,medium_airport,Queenstown International Airport,NZ,ZQN
37036,medium_airport,Rotorua Regional Airport,NZ,ROT
37047,medium_airport,Tauranga Airport,NZ,TRG
37058,medium_airport,Timaru Airport,NZ,TIU
37063,medium_airport,Pukaki Airport,NZ,TWZ
37068,medium_airport,Woodbourne Airport,NZ,BHE
37071,medium_airport,Wanaka Airport,NZ,WKA
37075,medium_airport,Whakatane Airport,NZ,WHK
37078,large_airport,Wellington International Airport,NZ,WLG
37079,medium_airport,Wairoa Airport,NZ,WIR
37081,medium_airport,Whangarei Airport,NZ,WRE
37082,medium_airport,Westport Airport,NZ,WSZ
37084,medium_airport,Wanganui Airport,NZ,WAG
37146,medium_airport,Herat Airport,AF,HEA
37147,medium_airport,Bagram Air Base,AF,OAI
37148,medium_airport,Jalalabad Airport,AF,JAA
37150,medium_airport,Hamid Karzai International Airport,AF,KBL
37152,medium_airport,Kandahar Airport,AF,KDH
37157,medium_airport,Maimana Airport,AF,MMZ
37158,medium_airport,Mazar I Sharif Airport,AF,MZR
37174,medium_airport,Konduz Airport,AF,UND
37180,large_airport,Bahrain International Airport,BH,BAH
37199,medium_airport,Abha Regional Airport,SA,AHB
37200,medium_airport,Al Ahsa Airport,SA,HOF
37201,medium_airport,Al Baha Airport,SA,ABT
37202,medium_airport,Bisha Airport,SA,BHH
37205,large_airport,King Fahd International Airport,SA,DMM
37206,medium_airport,King Salman Abdulaziz Airport,SA,DWD
37207,large_airport,King Abdulaziz Air Base,SA,DHA
37210,medium_airport,Jizan Regional Airport,SA,GIZ
37211,medium_airport,Gassim Airport,SA,ELQ
37212,medium_airport,Gurayat Domestic Airport,SA,URY
37213,medium_airport,Ha'il Airport,SA,HAS
37216,medium_airport,Jubail Airport,SA,QJB
37218,large_airport,King Abdulaziz International Airport,SA,JED
37219,medium_airport,King Khaled Military City Airport,SA,KMC
37220,medium_airport,King Khaled Air Base,SA,KMX
37222,large_airport,Prince Mohammad Bin Abdulaziz Airport,SA,MED
37223,medium_airport,Nejran Airport,SA,EAM
37225,medium_airport,Al Qaisumah/Hafr Al Batin Airport,SA,AQI
37231,medium_airport,Prince Sultan Air Base,SA,AKH
37233,medium_airport,Rafha Domestic Airport,SA,RAH
37234,large_airport,King Khaled International Airport,SA,RUH
37236,medium_airport,Arar Domestic Airport,SA,RAE
37238,medium_airport,Riyadh Air Base,SA,XXN
37240,medium_airport,Sharurah Airport,SA,SHW
37241,medium_airport,Al-Jawf Domestic Airport,SA,AJF
37243,medium_airport,Tabuk Airport,SA,TUU
37244,medium_airport,Ta’if Regional Airport,SA,TIF
37247,medium_airport,Turaif Domestic Airport,SA,TUI
37250,medium_airport,Wadi Al Dawasir Airport,SA,WAE
37251,medium_airport,Al Wajh Domestic Airport,SA,EJH
37252,medium_airport,Prince Abdulmohsin Bin Abdulaziz Airport,SA,YNB
37495,medium_airport,Abadan Airport,IR,ABD
37497,medium_airport,Aghajari Airport,IR,AKW
37498,medium_airport,Gachsaran Airport,IR,GCH
37501,medium_airport,Mahshahr Airport,IR,MRX
37502,medium_airport,Ahwaz Airport,IR,AWZ
37503,medium_airport,Abu Musa Island Airport,IR,AEU
37504,medium_airport,Bushehr Airport,IR,BUZ
37507,medium_airport,Jam Airport,IR,KNR
37508,medium_airport,Kish International Airport,IR,KIH
37509,medium_airport,Bandar Lengeh Airport,IR,BDH
37511,medium_airport,Persian Gulf International Airport,IR,PGU
37512,medium_airport,Khark Island Airport,IR,KHK
37513,medium_airport,Sirri Island Airport,IR,SXI
37514,medium_airport,Lavan Island Airport,IR,LVP
37516,medium_airport,Shahid Ashrafi Esfahani Airport,IR,KSH
37519,medium_airport,Ilam Airport,IR,IIL
37520,medium_airport,Khoram Abad Airport,IR,KHD
37521,medium_airport,Sanandaj Airport,IR,SDG
37525,medium_airport,Kashan Airport,IR,KKS
37526,medium_airport,Esfahan Shahid Beheshti International Airport,IR,IFN
37528,medium_airport,Shahrekord Airport,IR,CQD
37530,medium_airport,Sardar-e-Jangal Airport,IR,RAS
37531,medium_airport,Hamadan Airport,IR,HDM
37538,large_airport,Imam Khomeini International Airport,IR,IKA
37540,large_airport,Mehrabad International Airport,IR,THR
37541,medium_airport,Qazvin Airport,IR,GZW
37543,medium_airport,Payam International Airport,IR,PYK
37547,medium_airport,Bandar Abbas International Airport,IR,BND
37549,medium_airport,Jiroft Airport,IR,JYR
37550,medium_airport,Kerman Airport,IR,KER
37551,medium_airport,Bam Airport,IR,BXR
37554,medium_airport,Rafsanjan Airport,IR,RJN
37555,medium_airport,Sirjan Airport,IR,SYJ
37556,medium_airport,Birjand Airport,IR,XBJ
37557,medium_airport,Sarakhs Airport,IR,CKT
37561,large_airport,Mashhad International Airport,IR,MHD
37562,medium_airport,Bojnord Airport,IR,BJB
37563,medium_airport,Sabzevar National Airport,IR,AFZ
37564,medium_airport,Tabas Airport,IR,TCX
37569,medium_airport,Gorgan Airport,IR,GBT
37574,medium_airport,Noshahr Airport,IR,NSH
37575,medium_airport,Ramsar Airport,IR,RZR
37576,medium_airport,Dasht-e Naz Airport,IR,SRY
37579,medium_airport,Fasa Airport,IR,FAZ
37581,medium_airport,Lar Airport,IR,LRR
37584,large_airport,Shiraz Shahid Dastghaib International Airport,IR,SYZ
37585,medium_airport,Yasouj Airport,IR,YES
37587,medium_airport,Ardabil Airport,IR,ADU
37590,medium_airport,Urmia Airport,IR,OMH
37592,large_airport,Tabriz International Airport,IR,TBZ
37594,medium_airport,Zanjan Airport,IR,JWN
37596,medium_airport,Shahid Sadooghi Airport,IR,AZD
37597,medium_airport,Zabol Airport,IR,ACZ
37598,medium_airport,Konarak Airport,IR,ZBR
37599,medium_airport,Zahedan International Airport,IR,ZAH
37600,medium_airport,Iran Shahr Airport,IR,IHR
37605,large_airport,Queen Alia International Airport,JO,AMM
37606,medium_airport,Amman-Marka International Airport,JO,ADJ
37607,medium_airport,Aqaba King Hussein International Airport,JO,AQJ
37709,medium_airport,Ahmed Al Jaber Air Base,KW,XIJ
37711,large_airport,Kuwait International Airport,KW,KWI
37737,large_airport,Beirut Rafic Hariri International Airport,LB,BEY
37739,medium_airport,Rene Mouawad Air Base,LB,KYE
37744,large_airport,Duqm International Airport,OM,DQM
37745,large_airport,Rustaq Airport,OM,MNH
37749,large_airport,Abu Dhabi International Airport,AE,AUH
37752,medium_airport,Bateen Airport,AE,AZI
37756,medium_airport,Al Ain International Airport,AE,AAN
37757,medium_airport,Al Dhafra Air Base,AE,DHF
37762,medium_airport,Sir Bani Yas Airport,AE,XSB
37763,large_airport,Dubai International Airport,AE,DXB
37764,medium_airport,Al Minhad Air Base,AE,NHD
37765,large_airport,Al Maktoum International Airport,AE,DWC
37766,medium_airport,Fujairah International Airport,AE,FJR
37769,medium_airport,Ras Al Khaimah International Airport,AE,RKT
37771,large_airport,Sharjah International Airport,AE,SHJ
37786,medium_airport,Khasab Air Base,OM,KHS
37788,medium_airport,Masirah Air Base,OM,MSH
37789,large_airport,Muscat International Airport,OM,MCT
37791,medium_airport,Salalah Airport,OM,SLL
37795,medium_airport,Thumrait Air Base,OM,TTH
37829,medium_airport,Bahawalpur Airport,PK,BHV
37830,medium_airport,Chitral Airport,PK,CJL
37835,medium_airport,Dera Ghazi Khan Airport,PK,DEA
37836,medium_airport,Dera Ismael Khan Airport,PK,DSK
37838,medium_airport,Faisalabad International Airport,PK,LYP
37839,medium_airport,Gwadar International Airport,PK,GWD
37840,medium_airport,Gilgit Airport,PK,GIL
37841,medium_airport,Shahbaz Air Base,PK,JAG
37844,medium_airport,Jinnah International Airport,PK,KHI
37853,medium_airport,Alama Iqbal International Airport,PK,LHE
37856,medium_airport,Mangla Airport,PK,XJM
37857,medium_airport,Muzaffarabad Airport,PK,MFG
37858,medium_airport,Mianwali Air Base,PK,MWD
37859,medium_airport,Moenjodaro Airport,PK,MJD
37864,medium_airport,Minhas Air Base,PK,ATG
37865,medium_airport,Multan International Airport,PK,MUX
37866,medium_airport,Shaheed Benazirabad Airport,PK,WNS
37871,medium_airport,Panjgur Airport,PK,PJG
37872,medium_airport,Pasni Airport,PK,PSI
37874,medium_airport,Peshawar International Airport,PK,PEW
37876,medium_airport,Quetta International Airport,PK,UET
37877,medium_airport,Shaikh Zaid Airport,PK,RYK
37881,medium_airport,Rawalakot Airport,PK,RAZ
37883,medium_airport,Skardu Airport,PK,KDU
37885,medium_airport,Sukkur Airport,PK,SKZ
37886,medium_airport,Sehwan Sharif Airport,PK,SYW
37888,medium_airport,Mushaf Air Base,PK,SGI
37889,medium_airport,Saidu Sharif Airport,PK,SDT
37890,large_airport,Sialkot Airport,PK,SKT
37891,medium_airport,Sui Airport,PK,SUL
37896,medium_airport,Turbat International Airport,PK,TUK
37898,medium_airport,Zhob Airport,PK,PZH
37999,medium_airport,Al Asad Air Base,IQ,IQA
38000,medium_airport,Al Taqaddum Air Base,IQ,TQD
38002,medium_airport,Joint Base Balad,IQ,XQC
38003,large_airport,Baghdad International Airport,IQ,BGW
38004,medium_airport,Mosul International Airport,IQ,OSM
38006,medium_airport,Erbil International Airport,IQ,EBL
38008,medium_airport,Kirkuk Air Base,IQ,KIK
38009,large_airport,Basrah International Airport,IQ,BSR
38011,medium_airport,Qayyarah West Airport,IQ,RQW
38014,medium_airport,Sulaymaniyah International Airport,IQ,ISU
38038,large_airport,Aleppo International Airport,SY,ALP
38039,large_airport,Damascus International Airport,SY,DAM
38040,medium_airport,Deir ez-Zor Air Base,SY,DEZ
38043,medium_airport,Kamishly Airport,SY,KAC
38044,large_airport,Bassel Al-Assad International Airport,SY,LTK
38045,medium_airport,Palmyra Airport,SY,PMS
38046,medium_airport,Doha International Airport,QA,DIA
38047,medium_airport,Al Udeid Air Base,QA,XJD
38056,medium_airport,Aden International Airport,YE,ADE
38058,medium_airport,Ataq Airport,YE,AXK
38061,medium_airport,Beihan Airport,YE,BHN
38063,medium_airport,Al Ghaidah International Airport,YE,AAY
38064,medium_airport,Hodeidah International Airport,YE,HOD
